1700	5
1701	11
1702	16
1703	23
1704	36
1705	58
1706	29
1707	20
1708	10
1709	8
1710	3
1711	0
1712	0
1713	2
1714	11
1715	27
1716	47
1717	63
1718	60
1719	39
1720	28
1721	26
1722	22
1723	11
1724	21
1725	40
1726	78
1727	122
1728	103
1729	73
1730	47
1731	35
1732	11
1733	5
1734	16
1735	34
1736	70
1737	81
1738	111
1739	101
1740	73
1741	40
1742	20
1743	16
1744	5
1745	11
1746	22
1747	40
1748	60
1749	80.9000000000000
1750	83.4000000000000
1751	47.7000000000000
1752	47.8000000000000
1753	30.7000000000000
1754	12.2000000000000
1755	9.60000000000000
1756	10.2000000000000
1757	32.4000000000000
1758	47.6000000000000
1759	54
1760	62.9000000000000
1761	85.9000000000000
1762	61.2000000000000
1763	45.1000000000000
1764	36.4000000000000
1765	20.9000000000000
1766	11.4000000000000
1767	37.8000000000000
1768	69.8000000000000
1769	106.100000000000
1770	100.800000000000
1771	81.6000000000000
1772	66.5000000000000
1773	34.8000000000000
1774	30.6000000000000
1775	7
1776	19.8000000000000
1777	92.5000000000000
1778	154.400000000000
1779	125.900000000000
1780	84.8000000000000
1781	68.1000000000000
1782	38.5000000000000
1783	22.8000000000000
1784	10.2000000000000
1785	24.1000000000000
1786	82.9000000000000
1787	132
1788	130.900000000000
1789	118.100000000000
1790	89.9000000000000
1791	66.6000000000000
1792	60
1793	46.9000000000000
1794	41
1795	21.3000000000000
1796	16
1797	6.40000000000000
1798	4.10000000000000
1799	6.80000000000000
1800	14.5000000000000
1801	34
1802	45
1803	43.1000000000000
1804	47.5000000000000
1805	42.2000000000000
1806	28.1000000000000
1807	10.1000000000000
1808	8.10000000000000
1809	2.50000000000000
1810	0
1811	1.40000000000000
1812	5
1813	12.2000000000000
1814	13.9000000000000
1815	35.4000000000000
1816	45.8000000000000
1817	41.1000000000000
1818	30.1000000000000
1819	23.9000000000000
1820	15.6000000000000
1821	6.60000000000000
1822	4
1823	1.80000000000000
1824	8.50000000000000
1825	16.6000000000000
1826	36.3000000000000
1827	49.6000000000000
1828	64.2000000000000
1829	67
1830	70.9000000000000
1831	47.8000000000000
1832	27.5000000000000
1833	8.50000000000000
1834	13.2000000000000
1835	56.9000000000000
1836	121.500000000000
1837	138.300000000000
1838	103.200000000000
1839	85.7000000000000
1840	64.6000000000000
1841	36.7000000000000
1842	24.2000000000000
1843	10.7000000000000
1844	15
1845	40.1000000000000
1846	61.5000000000000
1847	98.5000000000000
1848	124.700000000000
1849	96.3000000000000
1850	66.6000000000000
1851	64.5000000000000
1852	54.1000000000000
1853	39
1854	20.6000000000000
1855	6.70000000000000
1856	4.30000000000000
1857	22.7000000000000
1858	54.8000000000000
1859	93.8000000000000
1860	95.8000000000000
1861	77.2000000000000
1862	59.1000000000000
1863	44
1864	47
1865	30.5000000000000
1866	16.3000000000000
1867	7.30000000000000
1868	37.6000000000000
1869	74
1870	139
1871	111.200000000000
1872	101.600000000000
1873	66.2000000000000
1874	44.7000000000000
1875	17
1876	11.3000000000000
1877	12.4000000000000
1878	3.40000000000000
1879	6
1880	32.3000000000000
1881	54.3000000000000
1882	59.7000000000000
1883	63.7000000000000
1884	63.5000000000000
1885	52.2000000000000
1886	25.4000000000000
1887	13.1000000000000
1888	6.80000000000000
1889	6.30000000000000
1890	7.10000000000000
1891	35.6000000000000
1892	73
1893	85.1000000000000
1894	78
1895	64
1896	41.8000000000000
1897	26.2000000000000
1898	26.7000000000000
1899	12.1000000000000
1900	9.50000000000000
1901	2.70000000000000
1902	5
1903	24.4000000000000
1904	42
1905	63.5000000000000
1906	53.8000000000000
1907	62
1908	48.5000000000000
1909	43.9000000000000
1910	18.6000000000000
1911	5.70000000000000
1912	3.60000000000000
1913	1.40000000000000
1914	9.60000000000000
1915	47.4000000000000
1916	57.1000000000000
1917	103.900000000000
1918	80.6000000000000
1919	63.6000000000000
1920	37.6000000000000
1921	26.1000000000000
1922	14.2000000000000
1923	5.80000000000000
1924	16.7000000000000
1925	44.3000000000000
1926	63.9000000000000
1927	69
1928	77.8000000000000
1929	64.9000000000000
1930	35.7000000000000
1931	21.2000000000000
1932	11.1000000000000
1933	5.70000000000000
1934	8.70000000000000
1935	36.1000000000000
1936	79.7000000000000
1937	114.400000000000
1938	109.600000000000
1939	88.8000000000000
1940	67.8000000000000
1941	47.5000000000000
1942	30.6000000000000
1943	16.3000000000000
1944	9.60000000000000
1945	33.2000000000000
1946	92.6000000000000
1947	151.600000000000
1948	136.300000000000
1949	134.700000000000
1950	83.9000000000000
1951	69.4000000000000
1952	31.5000000000000
1953	13.9000000000000
1954	4.40000000000000
1955	38
1956	141.700000000000
1957	190.200000000000
1958	184.800000000000
1959	159
1960	112.300000000000
1961	53.9000000000000
1962	37.5000000000000
1963	27.9000000000000
1964	10.2000000000000
1965	15.1000000000000
1966	47
1967	93.8000000000000
1968	105.900000000000
1969	105.500000000000
1970	104.500000000000
1971	66.6000000000000
1972	68.9000000000000
1973	38
1974	34.5000000000000
1975	15.5000000000000
1976	12.6000000000000
1977	27.5000000000000
1978	92.5000000000000
1979	155.400000000000
1980	154.600000000000
1981	140.400000000000
1982	115.900000000000
1983	66.6000000000000
1984	45.9000000000000
1985	17.9000000000000
1986	13.4000000000000
1987	29.3000000000000
